icao,name,city,state,country,lat,lon
0AR3,Taylor's Air Strip,Deer,Arkansas,US,35.8989982605,-93.2610015869
0AR7,Yancopin Airport,Watson,Arkansas,US,33.9500999451,-91.1811981201
0AZ1,Taylor Field,Marana,Arizona,US,32.3008995056,-111.3239974976
0AZ2,Western Sky Airport,Salome,Arizona,US,33.7780990601,-113.641998291
0AZ4,Flying Bucket Ranch Airport,Mobile,Arizona,US,32.9822998047,-112.2870025635
0AZ5,Castle Well Airport,Morristown,Arizona,US,33.8658981323,-112.6029968262
0CA0,Pom Wonderful Airstrip,Del Rey,California,US,36.65274444,-119.58711388
0CA1,Northside Airpark,Santa Maria,California,US,34.9883003235,-120.4580001831
0CA3,Crawford Airport,Santa Ynez,California,US,34.5875015259,-120.0130004883
0CA4,Shepherd Ranch Airport,Santa Ynez,California,US,34.6222000122,-120.0650024414
0CA5,Hoffman Private Airport,Santa Ysabel,California,US,33.1431007385,-116.7450027466
0CA6,Emory Ranch Airport,Ocotillo,California,US,32.7494444,-116.0161111
0CA8,Ward Ranch Airport,Aguanga,California,US,33.4277992249,-116.843002319
0CA9,Blech Ranch Airport,Shandon,California,US,35.5950012207,-120.338996887
0CD2,Foxx Valley Airport,Yoder,Colorado,US,38.6525001526,-104.23400116
0CD5,Pinon Canyon Airport,Trinidad,Colorado,US,37.4905014038,-104.143997192
0CD7,Fox Hole Airport,Lafayette,Colorado,US,40.004699707,-105.071998596
0CL0,Yosemite Hidden Lake Ranch Airport,Raymond,California,US,37.1180000305,-119.913002014
0CL1,Krey Field Airport,Adelanto,California,US,34.5694007874,-117.555999756
0CL3,John Nichol's Field Airport,Chula Vista,California,US,32.6330986023,-116.892997742
0CL6,Bohunk's Airpark,Lancaster,California,US,34.6946983337,-118.282997131
0CL8,Tera Ultralightport,Ridgecrest,California,US,35.5913009644,-117.634002686
0CO1,Dave's Airport,Louisville,Colorado,US,40.0332984924,-105.124000549
0CO2,Buckhorn Ranch Airport,Crested Butte,Colorado,US,38.8518981934,-106.932998657
0CO3,Greggs Nr 1 Airport,Bennett,Colorado,US,39.8894004822,-104.544998169
0CO5,Chenoweth Airport,Last Chance,Colorado,US,39.8333015442,-103.589996338
0CO6,Flying M & M Ranch Airport,Norwood,Colorado,US,38.2193984985,-108.212997437
0CO8,Cartwheel Airport,Mead,Colorado,US,40.2083015442,-105.013000488
0CO9,Van Treese Airport,Monte Vista,Colorado,US,37.6582984924,-106.033996582
0FA1,Frierson Grove Airport,Arcadia,Florida,US,27.303899765,-81.8804016113
0FD0,Big 'G' Airport,Ormond Beach,Florida,US,29.2674999237,-81.2301025391
0FD3,Dugger Field,Freeport,Florida,US,30.4964008331,-86.0938034058
0FD5,Breezy Knoll Airport,Defuniak Springs,Florida,US,30.8201999664,-86.3443984985
0FD9,Joy Farms Airport,Defuniak Springs,Florida,US,30.6520996094,-86.1093978882
0FL0,Harper's Fly-In Ranch Airport,Clewiston,Florida,US,26.7306003571,-81.1639022827
0FL1,Thompson Airfield,Branford,Florida,US,29.9832992554,-82.8356018066
0FL6,Stanchester Airport,Lithia,Florida,US,27.8059005737,-82.1400985718
0FL9,Mc Daniel Ranch Inc. Airport,Clewiston,Florida,US,26.3938999176,-81.0231018066
0GA0,Halls Flying Ranch Airport,Hampton,Georgia,US,33.3562011719,-84.3671035767
0GA1,Mustang Field,Hartwell,Georgia,US,34.4779014587,-82.897102356
0GA2,Airnautique Inc. Airport,Hartwell,Georgia,US,34.3778991699,-82.9457015991
0GA3,Ayresouth Airport,Temple,Georgia,US,33.7700996399,-85.060798645
0GA4,Paradise Falls Airport,High Shoals,Georgia,US,33.8129005432,-83.5056991577
0GA6,Sunset Strip,Jersey,Georgia,US,33.7333984375,-83.8188018799
0GA7,Hickory Level Airfield,Temple,Georgia,US,33.6833992004,-84.9999008179
0GA8,Paso Fino Farm Airport,Valdosta,Georgia,US,30.8871002197,-83.4160003662
0GA9,Roberta Industrial Park Airport,Roberta,Georgia,US,32.7139015198,-84.0274963379
0GE0,Pinewood Airport,Douglasville,Georgia,US,33.7821006775,-84.8007965088
0GE1,Crystal Lake Airpark,Irwinville,Georgia,US,31.6655006409,-83.4470977783
0GE3,Lookout Mountain Airport,Trenton,Georgia,US,34.9047012329,-85.4597015381
0GE4,Pecan Patch Airstrip,Sunnyside,Georgia,US,33.331401825,-84.2667007446
0GE5,Mountain Airpark,Cleveland,Georgia,US,34.5617980957,-83.7135009766
0GE7,Carpenter Airport,Appling,Georgia,US,33.5203018188,-82.3724975586
0GE9,Pegasus Ranch Airport,Rocky Ford,Georgia,US,32.693901062,-81.7985992432
0IA3,Hawkeye Airport,Waterloo,Iowa,US,42.4347000122,-92.3280029297
0IA4,Sharar Field,Mediapolis,Iowa,US,41.0334014893,-91.0501022339
0IA5,Moore Private Airport,Millerton,Iowa,US,40.8722000122,-93.2627029419
0IA6,Rinehart Airport,Victor,Iowa,US,41.6596984863,-92.2899017334
0IA8,Hannen Airport,Center Point,Iowa,US,42.2280006409,-91.7509994507
0ID0,South Fork Ranch Airport,Featherville,Idaho,US,43.6063995361,-115.1070022583
0ID1,Ziggy's Airport,Filer,Idaho,US,42.6412010193,-114.6050033569
0ID2,Flying Joseph Ranch Airport,May,Idaho,US,44.4429016113,-113.773002625
0ID3,Coyote Run Airport,Mountain Home,Idaho,US,43.0758018494,-115.672996521
0ID4,Black Butte Ranch Airport,Shoshone,Idaho,US,43.0476989746,-114.4700012207
0ID5,Ez Lope Ranch Airport,Oreana,Idaho,US,43.0531005859,-116.4619979858
0ID7,Z X Ranch Airport,Murphy,Idaho,US,43.230308,-116.763192
0ID8,Pinnacle Airport,Grangeville,Idaho,US,45.775197,-116.178475
0II0,Chuck's Airport,Albany,Indiana,US,40.2599983215,-85.2533035278
0II1,Unsicker Airport,Bremen,Indiana,US,40.4281005859,-86.1532974243
0II2,Creighton Airport,Bremen,Indiana,US,41.4572982788,-86.1243972778
0II3,Miller Strip,Bunker Hill,Indiana,US,40.6277999878,-86.0378036499
0II5,Marshall Field,Chalmers,Indiana,US,40.6595001221,-86.8572006226
0II6,Kropf Airport,Goshen,Indiana,US,41.6431007385,-85.8296966553
0II7,Frost Field,Greenfield,Indiana,US,39.7956008911,-85.7861022949
0II8,Sutton's Field,Lowell,Indiana,US,41.324798584,-87.4758987427
0II9,Winters Airport,Hall,Indiana,US,39.534198761,-86.5772018433
0IL2,Griffin Airport,Alma,Illinois,US,38.803056,-88.997778
0IL3,Flying B Ranch Airport,Danville,Illinois,US,40.1570014954,-87.6744995117
0IL8,Walter Airport,De Kalb,Illinois,US,41.8725013733,-88.7237014771
0IL9,Jack W. Watson Airport,De Kalb,Illinois,US,41.854801178,-88.7873001099
0IN1,Snider Field,Decker,Indiana,US,38.5,-87.5959014893
0IN2,The Lazy K Airport,Tocsin,Indiana,US,40.8278007507,-85.0860977173
0IN3,Graves Landing Strip,Winamac,Indiana,US,41.1166992188,-86.6667022705
0IN4,Air Park Field,Woodburn,Indiana,US,41.1277999878,-84.9471969604
0IN5,Byrne Field,Byrneville,Indiana,US,38.3289985657,-86.0335998535
0IN9,Parrish Airport,Mount Vernon,Indiana,US,37.9930992126,-87.9514007568
0IS3,Cady Aerial RLA Restricted Landing Area,Deer Grove,Illinois,US,41.6608009338,-89.6936035156
0IS4,Dawson Farms Airport,Lovington,Illinois,US,39.7625007629,-88.6715011597
0KS0,J V Ranch Airport,Osage City,Kansas,US,38.6333007813,-95.9253005981
0KS2,Kellie Mann Airfield,Ottawa,Kansas,US,38.5600013733,-95.30909729
0KS3,Camp Chippewa Airport,Ottawa,Kansas,US,38.5666999817,-95.366897583
0KS4,Norris Airport,Lawrence,Kansas,US,38.807239,-95.370056
0KS6,Kendrigan Airport,Peck,Kansas,US,37.4522018433,-97.3178024292
0KS7,Mono Aircraft Airport,Cheney,Kansas,US,37.6927986145,-97.8863983154
0KS8,Pearce Field,Parsons,Kansas,US,37.3824996948,-95.3747024536
0KS9,Lmn 120 Airport,Douglas,Kansas,US,37.5158996582,-96.9197998047
0KY0,Owen Air Park,Owenton,Kentucky,US,38.6227989197,-84.7789001465
0KY1,Arnemann Farms Airport,Franklin,Kentucky,US,36.7655982971,-86.6183013916
0KY4,Cambron Field,Owensboro,Kentucky,US,37.5643997192,-87.0819015503
0KY5,Boyce Wafer Farm Airport,Bowling Green,Kentucky,US,36.8125,-86.375
0KY7,Clinton-Hickman County Airport,Clinton,Kentucky,US,36.636100769,-88.9985961914
0KY8,Sky Airport,Manchester,Kentucky,US,37.1171989441,-83.7360992432
0LA1,Double H Ranch Airport,Gonzales,Louisiana,US,30.2294006348,-90.9733963013
0LA2,Don Babin-Private Airport,Gonzales,Louisiana,US,30.2779998779,-90.9632034302
0LA3,Belcher Airpatch Airport,Belcher,Louisiana,US,32.7492980957,-93.8734970093
0LA9,Rebel Field,Watson,Louisiana,US,30.5862998962,-90.8615036011
0LL0,Kaufield Airport,Belvidere,Illinois,US,42.2647018433,-88.7300033569
0LL1,Jerseyville Aviation Inc Airport,Jerseyville,Illinois,US,39.0942001343,-90.3134002686
0LL2,Murk's Strip,St. Augustine,Illinois,US,40.738899231,-90.3806991577
0LL3,Koenig Airport,Jerseyville,Illinois,US,39.0550003052,-90.3421020508
0LL4,Flaherty Field,La Salle,Illinois,US,41.4192008972,-89.1231002808
0LL5,Busboom RLA Restricted Landing Area,St Joseph,Illinois,US,40.1100006104,-88.0783996582
0LL6,Gord Airport,Sandwich,Illinois,US,41.6983985901,-88.6075973511
0LS0,Theriot Field,Thibodaux,Louisiana,US,29.7497005463,-90.7358016968
0LS4,Buller's Airstrip,Bunkie,Louisiana,US,30.8087005615,-92.18800354
0LS5,Stafford Airport,Cankton,Louisiana,US,30.3069000244,-92.1297988892
0LS6,Dufour Airport,Morrow,Louisiana,US,30.7877006531,-92.0503997803
0LS7,Morgan Field,New Roads,Louisiana,US,30.6128005981,-91.4841995239
0LS8,Lonesome Dove Airfield,Woodlawn,Louisiana,US,30.2858009338,-92.9412994385
0LS9,Huenefeld Airport,Monroe,Louisiana,US,32.5042991638,-91.9821014404
0MD1,Taylor Field,Sudlersville,Maryland,US,39.1873016357,-75.7927017212
0MD2,Squier Landing Airport,Cobb Island,Maryland,US,38.2878990173,-76.8675003052
0MD4,Pond View Private Airport,Chestertown,Maryland,US,39.2667999268,-76.1872024536
0MD6,Walters Airport,Mount Airy,Maryland,US,39.3811988831,-77.105796814
0ME4,Peasley Field,Otis,Maine,US,44.742469,-68.474403
0MI1,Sugar Springs Airport,Gladwin,Michigan,US,44.1403007507,-84.4375
0MI2,Stier Airstrip,Glennie,Michigan,US,44.5222015381,-83.6832962036
0MI3,Kelleys Airport,Grayling,Michigan,US,44.6333999634,-84.4833984375
0MI4,Lesterson Field,Gwinn,Michigan,US,46.270198822,-87.3864974976
0MI6,Young's Airport,Hulbert,Michigan,US,46.3875007629,-85.1839981079
0MI8,Twin Lakes Airport,Lewiston,Michigan,US,44.9000015259,-84.3000030518
0MN1,Brinkman Airport,St. Peter,Minnesota,US,44.2625007629,-94.0697021484
0MN5,Pankratz Airport,Springfield,Minnesota,US,44.3072013855,-94.9169006348
0MN6,Matson Field,Spring Valley,Minnesota,US,43.6622009277,-92.404296875
0MN8,Keller Airport,Stillwater,Minnesota,US,45.135799408,-92.8593978882
0MO0,Ferros Ranch-Aero Airport,Clinton,Missouri,US,38.4103012085,-93.8501968384
0MO1,Flying G Airport,Creighton,Missouri,US,38.5444984436,-94.0947036743
0MO2,Short-N-Ruff Airport,Caledonia,Missouri,US,37.7867012024,-90.7800979614
0MO3,Arvin Ranch Airport,Drexel,Missouri,US,38.4402999878,-94.5932998657
0MO5,Joe D Lewis Airport,Edina,Missouri,US,40.1333999634,-92.1001968384
0MO6,Hall Airport,Edina,Missouri,US,40.1166992188,-92.2668991089
0MO8,Sloan's Airport,Elsberry,Missouri,US,39.1405982971,-90.7368011475
0MS0,Topton Air Estates Airport,Meridian,Mississippi,US,32.4749984741,-88.6166992188
0MS1,Franklin Field,Meadville,Mississippi,US,31.4251995087,-90.9029006958
0MS2,Morgan Field,Seminary,Mississippi,US,31.5417995453,-89.3917007446
0MS5,Lewis Air Service Airport,Leland,Mississippi,US,33.3917999268,-90.9168014526
0MS7,Hale Field,Pontotoc,Mississippi,US,34.3426017761,-89.1430969238
0MS8,Catfish Point Airport,Benoit,Mississippi,US,33.6992988586,-91.1651000977
0MS9,Shenandoah Valley Farms Airport,Houston,Mississippi,US,33.8007011414,-89.0272979736
0MT1,Williams Field,Augusta,Montana,US,47.4975013733,-112.3909988403
0MT4,Kimp Airport,Hamilton,Montana,US,46.2785987854,-114.1409988403
0MT5,Cottonwood Airport,Laurel,Montana,US,45.6342010498,-108.8489990234
0MT6,Hanson Airport,Marion,Montana,US,48.040599823,-114.6790008545
0MT7,Pinehurst Ranch Airport,Thompson Falls,Montana,US,47.6608009338,-115.4039993286
0MT9,Lone Hawk Airport,White Fish,Montana,US,48.4832992554,-114.4929962158
0MU0,Eagle Field,Ellington,Missouri,US,37.2346992493,-91.0935974121
0MU1,Sunderland Airport,Avilla,Missouri,US,37.2467002869,-94.1738967896
0MU4,Slaughter Airport,Marceline,Missouri,US,39.6161003113,-92.866897583
0MU7,Lambs Field,Lone Jack,Missouri,US,38.875,-94.1397018433
0MU8,Prince STOLport,Millersville,Missouri,US,37.4387016296,-89.7590026855
0NA1,Goerger Airport,Barney,North Dakota,US,46.2454986572,-97.0375976563
0NA5,Sorlie Airport,Maddock,North Dakota,US,48.0010986328,-99.5628967285
0NA9,Boyd's Turf Airport,Golva,North Dakota,US,46.75,-103.8010025024
0NC1,Bearwallow Farm Airport,Hendersonville,North Carolina,US,35.4570999146,-82.3753967285
0NC7,Lindsay Airport,Madison,North Carolina,US,36.3572006226,-79.9974975586
0NC8,Flying S Ranch Airport,Cleveland,North Carolina,US,35.7556991577,-80.7352981567
0ND0,Gilbertson Field,Flora,North Dakota,US,47.9291992188,-99.4003982544
0ND6,Schumacher Strip,Hague,North Dakota,US,46.0550003052,-99.917098999
0ND7,Saville Private Airport,Hazelton,North Dakota,US,46.4653015137,-100.1050033569
0NE0,Merrihew Airport,Ashby,Nebraska,US,41.8499984741,-101.9499969482
0NE1,Runner Landing Area Airport,Ashby,Nebraska,US,42.4071998596,-101.9319992065
0NE2,Merry Airport,Ashby,Nebraska,US,41.8666000366,-101.9169998169
0NE5,Newman Airport,Big Springs,Nebraska,US,41.0210990906,-102.0179977417
0NE6,Frager Field,Fairfield,Nebraska,US,40.4333000183,-98.070602417
0NJ5,Fla-Net Airport,Netcong,New Jersey,US,40.8858985901,-74.7057037354
0NJ6,Dix Field,Linwood,New Jersey,US,39.3167991638,-74.6328964233
0NK0,Berdick Field,Cattaraugus,New York,US,42.3339996338,-78.7909011841
0NK1,Spring Brook Airport,Central Square,New York,US,43.3616981506,-76.220199585
0NK2,Westwind Farm Airport,Charlton,New York,US,42.9833984375,-74.0161972046
0NK3,Seven Gullies Airport,Groveland,New York,US,42.6958999634,-77.7921981812
0NK6,Lapeer Flyer Airport,Marathon,New York,US,42.4384002686,-76.0887985229
0NK8,Rocky Reef Farm Airport,Attlebury,New York,US,41.9208984375,-73.6704025269
0NK9,Lakeview Airport,Chittenango,New York,US,43.0102996826,-75.8268966675
0NM0,Columbus Municipal Airport,Columbus,New Mexico,US,31.8236999512,-107.6269989014
0NM7,Negrito Airstrip,Reserve,New Mexico,US,33.5209007263,-108.5429992676
0NY0,Bennetts Airport,North Creek,New York,US,43.7000999451,-73.9829025269
0NY1,Russell Field,Northumberland,New York,US,43.1391983032,-73.6531982422
0NY3,Kermizian Airport,Ohio,New York,US,43.313999176,-74.9320983887
0NY7,Murphys Landing Strip,Perth,New York,US,43.0376014709,-74.1843032837
0NY8,Wenskoski Field,Perth,New York,US,42.9972991943,-74.2453994751
0OH2,Jenkins Field,North Hampton,Ohio,US,39.9706001282,-83.9115982056
0OH6,Fry Field,Spring Valley,Ohio,US,39.6006011963,-84.0196990967
0OH7,Apple Airport,Piqua,Ohio,US,40.1432991028,-84.1718978882
0OH8,Fry Airport,Piqua,Ohio,US,40.1884002686,-84.2561035156
0OH9,Parknavy STOLport,Plain City,Ohio,US,40.0717010498,-83.2298965454
0OI2,Unger Field,Greenfield,Ohio,US,39.3597984314,-83.4177017212
0OI3,Galloway Airport,Sandusky,Ohio,US,41.3820991516,-82.7161026001
0OI4,Salt Box Airport,Hiram,Ohio,US,41.3242645264,-81.1593093872
0OI6,Victor's Landing Airport,Kingsville,Ohio,US,41.8381004333,-80.643699646
0OI9,Hidden Quarry Airport,Lucasville,Ohio,US,38.8945007324,-83.1135025024
0OK0,Edmond Airport,Edmond,Oklahoma,US,35.6833992004,-97.4336013794
0OK1,Mckey Airport,Elmore City,Oklahoma,US,34.6570014954,-97.4017028809
0OK3,Mckinley Ranch Airport,Geary,Oklahoma,US,35.6194992065,-98.5225982666
0OK4,Rock Creek Farm Airport,Coal Gate,Oklahoma,US,34.6605987549,-96.2536010742
0OK5,Chappell Airport,Guthrie,Oklahoma,US,35.8889007568,-97.4002990723
0OK6,Ellis/Harvey Airport,Guthrie,Oklahoma,US,35.801700592,-97.386100769
0OK8,Cade's Airport,Covington,Oklahoma,US,36.2924995422,-97.5931015015
0OK9,Crystal Airport,Jennings,Oklahoma,US,36.2134017944,-96.6370010376
0OR3,Long Ranch Airport,Merrill,Oregon,US,42.0190010071,-121.7040023804
0OR5,East Oregon Cattle Co Airport,Eagle Point,Oregon,US,42.5035018921,-122.855003357
0OR6,Rome Service Airport,Rome,Oregon,US,42.8339996338,-117.6289978027
0OR7,Marr Field,Monmouth,Oregon,US,44.8540000916,-123.263999939
0OR8,Sutton on Rogue Airport,White City,Oregon,US,42.4847984314,-122.8659973145
0OR9,Hanel Field,Mount Hood,Oregon,US,45.5926017761,-121.5490036011
0PA0,Philadelphia Gliderport,Hilltown,Pennsylvania,US,40.3283996582,-75.2413024902
0PA2,Haunstein Ultralightport,Shermans Dale,Pennsylvania,US,40.3167991638,-77.1247024536
0PA3,Robbins Farm Airport,Troy,Pennsylvania,US,41.7495002747,-76.7602005005
0PA4,Ecko Field,Hummelstown,Pennsylvania,US,40.2375984192,-76.7247009277
0PA5,Fisher Airport,Franklin,Pennsylvania,US,41.4944992065,-79.8309020996
0PA6,Hostetler Airport,Huntingdon,Pennsylvania,US,40.6309013367,-77.8503036499
0PA7,Linvill Airport,Media,Pennsylvania,US,39.8847999573,-75.4149017334
0PN0,Fletcher Airport,Sheakeyville,Pennsylvania,US,41.4435997009,-80.1539001465
0PN2,Flying Acres Airport,Slippery Rock,Pennsylvania,US,41.0731010437,-80.0702972412
0PN4,Kitner Airport,New Bloomfield,Pennsylvania,US,40.4128990173,-77.2414016724
0PN5,Nichols Airport,Spartansburg,Pennsylvania,US,41.7792015076,-79.5983963013
0PN6,Memmi Airport,Three Springs,Pennsylvania,US,40.1689987183,-77.9925003052
0PN7,Drillmore Acres Airport,Newburg,Pennsylvania,US,40.1282997131,-77.631401062
0PN8,Shriver Airport,Titusville,Pennsylvania,US,41.6166992188,-79.6830978394
0PN9,Paul Personal Use Airport,Titusville,Pennsylvania,US,41.7195014954,-79.6778030396
0PS0,Frederick Airpark,Tylersburg,Pennsylvania,US,41.3708992004,-79.3416976929
0PS3,Carsonville Airport,Carsonville,Pennsylvania,US,40.490398407,-76.7666015625
0PS4,Old Orchard Airport,Curwensville,Pennsylvania,US,41.0083999634,-78.5608978271
0PS7,Harman Airport,Elizabethville,Pennsylvania,US,40.5223007202,-76.8454971313
0SD0,Lenling Airport,Glencross,South Dakota,US,45.4249992371,-100.891998291
0SD1,Lodi Airport,Wakonda,South Dakota,US,42.9721984863,-96.9802017212
0SD3,Bledsoe Ranch Airport,Hoover,South Dakota,US,45.2694015503,-103.2170028687
0SD6,Oasis Ranch Airport,Philip,South Dakota,US,44.288898468,-101.8259963989
0SD7,Porch Ranch Airport,Wanblee,South Dakota,US,43.5243988037,-101.7340011597
0SD8,Juhnke Airport,Vivian,South Dakota,US,43.7827987671,-100.2929992676
0TA1,Buddy Harmel Airport,Halfway,Texas,US,34.2195014954,-101.9800033569
0TA2,Smith Farms Airport,Halfway,Texas,US,34.2167015076,-101.9250030518
0TA3,Tate Ranch Airport,Dryden,Texas,US,30.3043003082,-102.1380004883
0TA4,Erco Field,Kaufman,Texas,US,32.4978981018,-96.2705001831
0TA7,Alta Vista Ranch Airport,Marfa,Texas,US,30.1481990814,-103.8929977417
0TA8,Womack Plantation Airport,Paris,Texas,US,33.8487014771,-95.4072036743
0TE0,Robertson Ranch Airport,Comstock,Texas,US,29.6930007935,-101.1620025635
0TE3,Buzz Field,Roaring Springs,Texas,US,33.9291992188,-100.8420028687
0TE4,Hilltop Lakes Airport,Hilltop Lakes,Texas,US,31.0809993744,-96.2152023315
0TE5,Santa Maria Ranch Airport,Laredo,Texas,US,27.4337997437,-99.1858978271
0TE6,Gorman Airport,Gorman,Texas,US,32.2042999268,-98.6656036377
0TE7,Lbj Ranch Airport,Johnson City,Texas,US,30.2518005371,-98.6224975586
0TN0,R & S Buzzard Airport,Spring Hill,Tennessee,US,35.676700592,-86.896697998
0TN2,Village Airport,Greenback,Tennessee,US,35.6558990479,-84.1855010986
0TN5,Mc Donald Airport,Murfreesboro,Tennessee,US,35.867401123,-86.4978027344
0TN6,Riner Farm Airport,Norris,Tennessee,US,36.1833992004,-84.0990982056
0TS0,Flower Mound Airport,Flower Mound,Texas,US,33.0228996277,-97.1224975586
0TS1,Dooley Airport,Justin,Texas,US,33.0987014771,-97.2724990845
0TS2,Ultralight International Ultralightport,Haslet,Texas,US,32.9486999512,-97.3289031982
0TS4,Ullrich Airport,Ledbetter,Texas,US,30.0918998718,-96.7949981689
0TS5,Bass Breeze Ranch Airport,Cleveland,Texas,US,30.4419002533,-95.1863021851
0TS7,Flying U Airport,Mineral Wells,Texas,US,32.8334999084,-98.1252975464
0TS8,Flying 'K' Ranch Ultralightport,Mercedes,Texas,US,26.1504001617,-97.8835983276
0TS9,Jim Roach Field,Niederwald,Texas,US,30.015499115,-97.737197876
0TX0,Nassau Bay Airport,Granbury,Texas,US,32.4196014404,-97.7127990723
0TX1,Pecan Plantation Airport,Granbury,Texas,US,32.3540000916,-97.676399231
0TX5,Shiloh Airport,Flower Mound,Texas,US,33.0239982605,-97.1196975708
0TX6,Elm Creek Airpark,Seguin,Texas,US,29.5051994324,-97.9969024658
0TX7,Lazy K Acres Airport,Grapevine,Texas,US,32.9500999451,-97.1502990723
0TX8,Jacobia Field,Greenville,Texas,US,33.1804008484,-96.043296814
0TX9,Card Aerodrome,Greenville,Texas,US,33.2500991821,-96.116897583
0VA1,Johnson Fox Field,Bedford,Virginia,US,37.2335014343,-79.5852966309
